"","ID","step","angle","x","y","time","colony.dist","colony.angle","states"
"1",1,4.26676340496662,NA,0,0,0.0166666666666667,0,0,1
"2",1,2.15619691762883,0.131567808640115,-4.04980006274402,-1.34327562538777,0.0333333333333333,4.26676340496662,3.14159265358979,1
"3",1,0.112442174023002,-0.273392373140696,-5.98961418140782,-2.28471406343066,0.05,6.41056911621421,3.05416449014431,2
"4",1,0.326207131565983,-0.363502079830045,-6.10027086042874,-2.30467256756001,0.0666666666666667,6.52110575088762,-2.95881654455336,2
"5",1,0.595464534396078,-1.60349241472656,-6.42090829125003,-2.24464981653321,0.0833333333333333,6.8019494325896,-2.62023167826492,2
"6",1,0.896241760129399,-0.219620267527105,-6.29226668181212,-1.66324690284532,0.1,6.50838000234063,-1.09462247137844,2
"7",1,1.1411712583782,1.97554942433512,-5.9126536414316,-0.851370537766929,0.116666666666667,5.973634143142,-0.990415256654897,2
"8",1,0.222190184485147,-0.397937464355472,-7.05321782699468,-0.814152537292656,0.133333333333333,7.10005113143671,-2.99405167037305,2
"9",1,0.842276082304867,1.87647924028053,-7.25512946121806,-0.721415435511386,0.15,7.29090829249884,-2.61192610523991,2
"10",1,0.356034822862954,-1.60433250847575,-7.36003487147807,-1.55713300366525,0.166666666666667,7.52294998657287,1.90416208259867,2
"11",1,1.13480227100088,-0.0879291939465539,-7.71161188618859,-1.50096897764954,0.183333333333333,7.85632647966411,-2.7909482281538,2
"12",1,0.883378703183484,0.442330580149577,-8.81215621634082,-1.22424100356936,0.2,8.89678948924918,-2.75721027234786,2
"13",1,2.37591825661279,0.552922354354222,-9.67862277873862,-1.39626899397988,0.216666666666667,9.77881925370684,3.08887635357439,2
"14",1,0.616929317797247,0.451839147190568,-11.4188145221957,-3.01389696669481,0.233333333333333,11.8098645215836,2.65073554873724,2
"15",1,3.16807331547319,-0.318561563897477,-11.641930886268,-3.58906726429452,0.25,12.1826088580513,2.23988313150609,1
"16",1,4.14627437568071,-0.123805244710831,-13.6551178250422,-6.03524119142282,0.266666666666667,14.9293797277191,2.67556329029352,1
"17",1,3.91939703514527,0.293942136951869,-16.665094060071,-8.88684324342592,0.283333333333333,18.8865386681689,2.87310789271549,1
"18",1,3.41686941114239,0.242590490566898,-18.607353144235,-12.2911497468254,0.3,22.3003576906999,2.67302318372275,1
"19",1,2.54772366444455,-0.949487568011119,-19.5380804883192,-15.5788150557908,0.316666666666667,24.988718808906,2.51980128369759,1
"20",1,3.25090077843149,-0.152617273429454,-21.9353093092725,-16.4414794461313,0.333333333333333,27.4131362830125,-2.84381421060845,1
