"","ID","step","angle","x","y","time","colony.dist","colony.angle","states"
"1",1,0.817572863470157,NA,0,0,0.0166666666666667,0,0,1
"2",1,1.01413253406293,0.0495284221914413,-0.508917134092265,0.639866187347094,0.0333333333333333,0.817572863470157,3.14159265358979,1
"3",1,0.891406550456669,2.04443610652953,-1.17870799697251,1.4013417264467,0.05,1.83115023316154,3.11948641850637,2
"4",1,0.185698824812785,-0.811436574856852,-1.50581065544916,0.572119507126347,0.0666666666666667,1.61083408844571,1.58343010485878,2
"5",1,0.655852729431408,0.313590316175507,-1.67801139468262,0.502614406994804,0.0833333333333333,1.75166877085922,2.46693695105238,1
"6",1,0.947162138290497,0.11961773231406,-2.18080759533389,0.0814982908067816,0.1,2.18232988781953,2.40701868118739,1
"7",1,0.808724791469613,0.188090860582395,-2.82916791482493,-0.608968951226101,0.116666666666667,2.8939651473078,2.53676617170159,1
"8",1,1.01075613346966,0.0362579497341939,-3.26276404076413,-1.29163298858862,0.133333333333333,3.50912310455387,2.51360505419771,1
"9",1,0.837558079743059,0.0238687962754392,-3.77339404742864,-2.16392018764655,0.15,4.34983369977223,2.62108751833436,1
"10",1,0.828412981405581,0.33413763402616,-4.17915343296068,-2.89662944649043,0.166666666666667,5.08485846081309,2.68262612526069,1
"11",1,0.937021052301563,-0.0694018534542282,-4.32061465844354,-3.71287499131513,0.183333333333333,5.69676677843586,2.45229023736271,1
"12",1,0.755243610146452,0.26928812312184,-4.54426121226158,-4.62281491868486,0.2,6.48233968083133,2.60576793834599,1
"13",1,0.748432164501223,-0.163897633439595,-4.5229030688034,-5.37775646633943,0.216666666666667,7.02687105197233,2.41404037686436,1
"14",1,0.0639245405186189,-0.76665825841707,-4.62409016507368,-6.11931689975559,0.233333333333333,7.66995757317898,2.63009644727706,2
"15",1,0.187715386676192,0.206858160969577,-4.674254141468,-6.15893914543686,0.25,7.7318292257541,-2.88851739194594,2
"16",1,0.275740423679855,-0.454526620800365,-4.79452404230083,-6.30306484525702,0.266666666666667,7.91934891488661,-3.09647066496524,2
"17",1,0.0743364361778389,0.351280452214071,-5.04620328645477,-6.41571625143221,0.283333333333333,8.16244954821274,-2.65813008363157,2
"18",1,0.0412571441039524,2.56074813954959,-5.09945955102532,-6.4675783380429,0.3,8.23614334936353,-3.01060009278969,2
"19",1,0.17691099593332,0.770196760234983,-5.05895495758373,-6.45973424155281,0.316666666666667,8.20494922192398,0.715121711985,2
"20",1,0.558755552318468,0.243819713629464,-4.95770876125893,-6.3146594049619,0.333333333333333,8.02831237322872,-0.056288062718814,2
"21",1,1.11418769070246,-0.170718462333604,-4.75800648589725,-5.79281003161545,0.35,7.49635069765448,-0.322144426281446,2
"22",1,0.520856693881675,-1.5877905015829,-4.18879154756667,-4.83499555892556,0.366666666666667,6.39712096835724,-0.177702198536289,2
"23",1,0.151429825174267,0.898224383267195,-3.74562217342817,-5.10866068528812,0.383333333333333,6.33467437706826,1.49134129212688,2
"24",1,0.411212674590165,-0.226749785226138,-3.60311647977993,-5.05744428918155,0.4,6.20968526618192,0.60674788341724,2
"25",1,0.0611472046325043,-0.908000679525303,-3.19477660786248,-5.00892199795331,0.416666666666667,5.94103502394372,0.88475959549069,2
"26",1,0.11677737001313,-0.454384849964267,-3.15172658135835,-5.05234636729085,0.433333333333333,5.95479506437609,1.80277708930028,2
"27",1,0.781621468582312,2.92727152931466,-3.11425219180952,-5.16294756201824,0.45,6.02947711185145,2.27214450231862,2
"28",1,0.261514849427833,-0.0905801627409275,-3.20189304714511,-4.38625508708056,0.466666666666667,5.43059414560656,-0.742930147253294,2
"29",1,0.0626861668870897,-0.805671215608612,-3.20758920318594,-4.12480228010075,0.483333333333333,5.22519113012332,-0.682737096212838,2
"30",1,0.187274410554072,-1.86397355404478,-3.16333037451329,-4.0804095824634,0.5,5.16298377093881,0.124422963060763,2
"31",1,0.964371113689774,-0.343061030193,-3.07457830036491,-4.24531796364136,0.516666666666667,5.24173218864631,2.02105965083775,2
"32",1,0.283794534062301,1.3038583348844,-2.92982567646591,-5.19876346433535,0.533333333333333,5.96749696712005,2.47772683394825,2
"33",1,0.613294241493325,-0.215003807716287,-2.64794718585512,-5.23168540374696,0.55,5.86362997322111,1.21851956894888,2
"34",1,0.14136748445473,-0.865405283674383,-2.06799809037648,-5.43115688868248,0.566666666666667,5.81154723385123,1.53825226579693,2
"35",1,0.2232270384456,0.159129822038171,-2.01633494706295,-5.56274596605603,0.583333333333333,5.91690369210282,2.41973195559076,2
"36",1,0.0566661551757091,1.07347494930209,-1.90286106423292,-5.75498016855046,0.6,6.06140882717729,2.28901363437788,2
"37",1,0.854508175169581,0.0404168274727747,-1.84623147734977,-5.75294472465737,0.616666666666667,6.04193211422639,1.22433196984983,1
"38",1,1.05007527666224,0.0431847449225174,-0.994212334536823,-5.68777109723083,0.633333333333333,5.77401058369653,1.32140196052775,1
"39",1,0.835326268787796,-0.431691649459194,0.0483705327281543,-5.56255507771727,0.65,5.56276538253004,1.45996262418639,1
"40",1,0.197737822108402,-0.646493635658494,0.843326883848428,-5.81909820302076,0.666666666666667,5.879889805891,2.0268807211836,2
"41",1,0.714980796138347,1.12857013631139,0.956951072409344,-5.98093080191866,0.683333333333333,6.05700326996154,2.68810800019413,2
"42",1,0.0811040695643806,1.91932199119681,1.66163564482941,-5.86002922111935,0.7,6.09105700913563,1.67718367333983,2
"43",1,0.519127462374404,-0.505993489275185,1.62144650946013,-5.78958276274014,0.716666666666667,6.01235040143688,-0.245372842508609,2
